TIME 24 HOURS,COUNTY,PLACE,Date DD/MM/YYYY,NORMALIZED_ROAD,TEXT_CLEAN,FINAL_VEHICLE,ACCIDENT_TYPE_PRED,TIMEOFDAY,ROAD CODE
,MOYALE,PRISON,2017-03-14,SESSI,THE BICYCLE KNOCKED DOWN THE PERSON,BICYCLE,DRIVER FAULT,NIGHT,OTHER
08:40,KITUI,KWANYINGI PRI. SCHOOL,2017-03-13,MUTINI MUMO,THE BICYCLE LOST CONTROL AND FELL DOWN,BICYCLE,DRIVER FAULT,MORNING,OTHER
19:30,NAIROBI,NEAR RADAR SECURITY,2017-03-13,AIRWINGS KODHEK,THE BICYCLE WAS HIT BY THE CAR,CAR,DRIVER FAULT,EVENING,OTHER
19:30,BUNGOMA,BUKEMBE AREA,2017-03-13,WEBUYE BUNGOMA,HIT AND RUN,CAR,HIT AND RUN,EVENING,OTHER
08:40,NAIROBI,NEAR PETRO PETROL STAION,2017-03-12,WAIYAKI,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,MORNING,OTHER
17:20,BOMET,NEAR NYANGORES RIVER,2017-03-12,NAROK BOMET,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,EVENING,OTHER
18:00,MIGORI,RAKWARO AREA,2017-03-12,RONGO AWENDO,THE CAR KNOCKED DOWN THE PERSON AND DROVE AWAY.,CAR,VICTIM FAULT,EVENING,OTHER
20:45,NAIROBI,NEAR KANGEMI STAGE,2017-03-12,WAIYAKI,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
07:00,KIAMBU,RUAKA BRIDGE AREA,2017-03-11,RUAKA BANANA,HEAD ON COLLISION,CAR,HEAD ON,MORNING,OTHER
11:45,NAKURU,SALGAA TRADING CENTRE,2017-03-11,NAKURU ELDORET,THE CAR LOST CONTROL AND KNOCKED DOWN THE VICTIMS,CAR,DRIVER FAULT,MORNING,A104
16:10,KIRINYAGA,P.I. AREA,2017-03-11,MWEA EMBU,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,AFTERNOON,OTHER
18:00,KERICHO,UNSPECIFIED,2017-03-11,SEGEREK KAPOROK,THE CAR LOST CONTROL AND OVERTURNED,CAR,MECHANICAL FAULT,EVENING,OTHER
,KIAMBU,MEMBLEY ESTATE ENTRANCE,2017-03-11,NORTHERN BY PASS,THE CAR LOST CONTROL AND HIT A CULVERT,CAR,DRIVER FAULT,NIGHT,A104N
21:30,MAKUENI,NEAR LIVING WATER CHURCH,2017-03-11,TAWA KALAWANI,HIT AND RUN,TRAILER,HIT AND RUN,NIGHT,OTHER
10:30,MIGORI,NYALAGO AREA,2017-03-11,MIGORI AWENDO,THE BICYCLE LOST CONTROL AND FELL DOWN,BICYCLE,MECHANICAL FAULT,MORNING,A1
01:30,NYERI,AT KAMOKO AREA,2017-03-11,NDUNYU MUNYANGE,THE BICYCLE KNOCKED DOWN THE PERSON,BICYCLE,DRIVER FAULT,NIGHT,OTHER
02:30,MACHAKOS,MLOLONGO AREA,2017-03-11,NAIROBI MOMBASA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,NIGHT,A109
09:30,KISUMU,KISUMU MAIN STAGE,2017-03-10,TOWNSHIP KISUMU,THE BUS RAN OVER THE PERSON,BUS,UNKNOWN,MORNING,OTHER
06:30,VIHIGA,AT LUNYERERE RIVER,2017-03-10,KISUMU KAKAMEGA,THE BICYCLE WAS KNOCKED DOWN BY THE CAR,CAR,DRIVER FAULT,MORNING,A1
14:00,NAIROBI,NEAR BUNYALA R/ABOUT,2017-03-10,NAIROBI MOMBASA,THE CAR LOST CONTROL AND VEERED OFF THE ROAD,CAR,DRIVER FAULT,AFTERNOON,A109
07:30,NAROK,NEAR MWANAKALA JUNCTION,2017-03-10,MWANGULU MWELENI,THE VIVTIM JUMPED OUT OF THE MOVING CAR,CAR,DRIVER FAULT,MORNING,OTHER
15:00,KAKAMEGA,MUHONJE TRADING CENTRE,2017-03-10,WEBUYE ELDORET,THE BICYCLE GOT A TYRE BURST AND LOST CONTROL AND ROLLED SEVERALLY,BICYCLE,MECHANICAL FAULT,AFTERNOON,OTHER
20:30,KISUMU,LELA AREA,2017-03-10,KISUMU BUSIA,HEAD ON COLLISION,CAR,HEAD ON,EVENING,A104
20:30,KISUMU,LELA AREA,2017-03-10,KISUMU BUSIA,HEAD ON COLLISION,MATATU,HEAD ON,EVENING,A104
20:30,NAIROBI,OPP. KAHAMA HOTEL,2017-03-10,ROAD MURANGA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,EVENING,OTHER
,NYAMIRA,NYAMAIYA AREA,2017-03-10,NYAMIRA MIRUKA,THE CAR LOST CONTROL AND LANDED INTO DITCH,CAR,DRIVER FAULT,NIGHT,OTHER
12:20,MIGORI,SENGERA AREA,2017-03-09,OMIRIGAMI SENGERA,PERSON LANDED UNDER THE CAR AND HIT THE WHEEL,CAR,DRIVER FAULT,AFTERNOON,OTHER
14:30,MIGORI,AFTAH AREA,2017-03-09,NAIROBI KISUMU,THE CAR HIT THE MOTORCYCLE,CAR,DRIVER FAULT,AFTERNOON,A104
15:30,MERU,NYANGENE AREA,2017-03-09,NKUBU MITUNGUU,THE PERSON WAS RAN OVER BY A CAR,CAR,UNKNOWN,AFTERNOON,OTHER
03:00,TAITA-TAVETA,TALEH AREA,2017-03-09,NAIROBI MOMBASA,THE CAR LOST CONTROL AND KNOCKED DOWN THE MOTORCYCLE,CAR,DRIVER FAULT,NIGHT,A109
17:30,KIAMBU,GITARU AREA,2017-03-09,SOUTHERN BY PASS,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,EVENING,A104S
20:30,NAIROBI,NEAR B.A.T GATE,2017-03-09,ROAD LIKONI,THE BUS HIT THE MOTORCYCLE ON THE REAR,BUS,DRIVER FAULT,EVENING,OTHER
07:30,EMBU,MAJIMBO AREA,2017-03-07,KIRITIRI EMBU,THE CAR LOST CONTROL VEERED OFF THE ROAD AND ROLLED SEVERAL TIMES,CAR,DRIVER FAULT,MORNING,OTHER
12:05,NAIROBI,NEAR SOUTH C FOOTBRIDGE,2017-03-07,NAIROBI MOMBASA,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,AFTERNOON,A109
06:00,MOMBASA,PORTREIZ AREA,2017-03-07,ROAD AIRPORT,THE MOTORCYCLE HIT A CULVERT,MOTORCYCLE,DRIVER FAULT,MORNING,OTHER
12:30,MAKUENI,OLD DC MUKAA OFFICE AREA,2017-03-07,NAIROBI MOMBASA,THE CAR COLLIDED HEAD ON WITH THE TRAILER,CAR,HEAD ON,AFTERNOON,A109
12:30,VIHIGA,TIGOI AREA,2017-03-07,KISUMU KAKAMEGA,THE CAR COLLIDED HEAD ON WITH THE MOTORCYCLE,CAR,HEAD ON,AFTERNOON,A1
16:00,KIAMBU,DAGORETTI MARKET,2017-03-07,KIKUYU DAGORETTI,THE TRUCK KNOCKED DOWN A PERSON,TRUCK,UNKNOWN,AFTERNOON,OTHER
16:30,HOMABAY,NGERU AREA,2017-03-07,HOMABAY KENDU BAY,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,AFTERNOON,OTHER
18:30,KIAMBU,KIAMBAA AREA,2017-03-07,NAIVASHA NAIROBI,THE CAR LOST CONTROL AND ROLLED SEVERAL TIMES,CAR,DRIVER FAULT,EVENING,A104
20:45,NAKURU,NEAR KANANA FARM,2017-03-07,NJORO ELBURGON,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,EVENING,OTHER
22:00,KAJIADO,UMMA UNIVERSITY,2017-03-07,KAJIADO ISINYA,THE TRAILER SANDWITCHED THE VICTIMS,TRAILER,DRIVER FAULT,NIGHT,A104
07:30,MAKUENI,KWA KINYUTI AREA,2017-03-01,NAIROBI MOMBASA,THE CAR RAMMED INTO THE BICYCLE,CAR,UNKNOWN,MORNING,A109
08:00,NAKURU,KINAMBA AREA,2017-03-01,NAIVASHA KINANGOP,HIT AND RUN,BUS,HIT AND RUN,MORNING,OTHER
10:00,KAJIADO,BANGLADESH AREA,2017-03-01,ROAD MAGADI,HIT AND RUN,MATATU,HIT AND RUN,MORNING,OTHER
18:00,KILIFI,ROCK STAR HOTEL,2017-03-01,UKUNDA BEACH,HEAD ON COLLISION,BUS,HEAD ON,EVENING,OTHER
18:00,NYAMIRA,TINGA NYABIOTO BORDER,2017-03-01,NYAMIRA KISII,THE CAR RAMMED INTO THE BICYCLE,CAR,UNKNOWN,EVENING,OTHER
22:30,BARINGO,MOGOI AREA,2017-03-01,TIRIMIONINI KASISIT MURRAM,THE CAR RAMMED INTO THE BICYCLE,CAR,UNKNOWN,NIGHT,OTHER
09:30,KIAMBU,KANDARA FLYOVER,2017-02-28,THIKA SUPERHIGHWAY,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,MORNING,A2
07:30,MURANGA,KAMAINDA,2017-02-28,GAKONYA MUKURU WEINI,THE CAR LOST CONTROL AND VEERED OFF THE ROAD,CAR,DRIVER FAULT,MORNING,OTHER
12:30,TRANS NZOIA,NAMANJALA,2017-02-28,KITALE KILONGOLO,THE CAR RAN OVER THE P/PASSENGER,CAR,UNKNOWN,AFTERNOON,OTHER
18:50,MACHAKOS,PEPE CONTAINER,2017-02-28,MAKADARA DEVKI,THE PERSON WAS TRYING TO BOARD THE CAR WHEN HE WAS RAN OVER BY THE PERSON,CAR,UNKNOWN,EVENING,OTHER
20:30,KIAMBU,JOGOO KIMAKIA,2017-02-28,THIKA GATANGA,HIT AND RUN,BUS,HIT AND RUN,EVENING,OTHER
08:45,MURANGA,KAINGWACHI AREA,2017-02-22,SAGANA KARATINA,THE CAR KNOCKED DOWN A BICYCLE,CAR,UNKNOWN,MORNING,OTHER
09:30,BARINGO,OTERIT AREA,2017-02-22,EMINING OTERIT,THE UNKNOWN CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,MORNING,OTHER
12:50,NAKURU,MARULA AREA,2017-02-22,NAKURU NAIROBI,THE VEHICLES COLLIDED HEAD ON,MATATU,HEAD ON,AFTERNOON,A104
17:30,MIGORI,TARANGANYA SHOPPING CENTRE,2017-02-22,NTIMARU KEHANCHA,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,EVENING,OTHER
19:30,KIRINYAGA,WACHORO AREA,2017-02-22,MAKUTANO KENOL,THE BICYCLE HIT THE STATIONARY CAR,BICYCLE,DRIVER FAULT,EVENING,OTHER
21:45,NAIROBI,CAR WASH AREA,2017-02-22,THIKA SUPERHIGHWAY,THE CAR KNOCKED DOWN A PEDESTIRAN,CAR,VICTIM FAULT,NIGHT,A2
20:39,MAKUENI,MAKENZIE AREA,2017-02-22,NAIROBI KANGUNDO,THE CAR COLLIDED HEAD ON WITH THE MOTORCYCLE,CAR,HEAD ON,EVENING,OTHER
01:39,NAIROBI,KANGEMI STAGE,2017-02-22,WAIYAKI,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,NIGHT,OTHER
